,"interview_id,",word_idx,word,label
74,MBY005779,8073,Colorado.Interviewer,B-LOC
75,MBY005779,8149,LOUISA,B-ORG
76,MBY005779,8150,SANCHEZ,I-ORG
77,MBY005779,8501,SANCHEZ,I-ORG
78,MBY005779,8863,SANCHEZ,I-ORG
79,MBY005779,8934,Comcast,B-MISC
80,MBY005779,9638,SANCHEZ,I-ORG
81,MBY005779,9819,SANCHEZ,I-ORG
82,MBY005779,9830,Alamosa,B-LOC
83,MBY005779,9835,Walmart,B-ORG
84,MBY005779,9839,Safeway,B-ORG
85,MBY005779,9937,Alamosa,B-LOC
86,MBY005779,9945,San,B-LOC
87,MBY005779,9946,Luis,I-LOC
88,MBY005779,10147,SANCHEZ,I-ORG
89,MBY005779,10154,Alamosa.WILBERT,B-LOC
90,MBY005779,10158,SANCHEZ,I-ORG
91,MBY005779,10165,San,B-LOC
92,MBY005779,10166,Luis,I-LOC
93,MBY005779,10378,Walmart,B-ORG
94,MBY005779,10380,Alamosa,B-LOC
95,MBY005779,10385,Walmart.WILBERT,B-ORG
96,MBY005779,10518,LOUISA,B-ORG
97,MBY005779,10519,SANCHEZ,I-ORG
98,MBY005779,10568,San,B-LOC
99,MBY005779,10569,Luis,I-LOC
100,MBY005779,10734,LOUISA,B-ORG
101,MBY005779,10735,SANCHEZ,I-ORG
102,MBY005779,10743,SANCHEZ,I-ORG
103,MBY005779,11291,San,B-LOC
104,MBY005779,11292,Luis,I-LOC
105,MBY005779,11451,Alamosa.LOUISA,B-LOC
106,MBY005779,11455,Alamosa.WILBERT,B-LOC
107,MBY005779,12170,LOUISA,B-ORG
108,MBY005779,12171,SANCHEZ,I-ORG
109,MBY005779,12393,SANCHEZ,I-ORG
110,MBY005779,12438,San,B-LOC
111,MBY005779,12439,Luis,I-LOC
112,MBY005779,12453,San,B-LOC
113,MBY005779,12454,Luis,I-LOC
114,MBY005779,12460,South,B-LOC
115,MBY005779,12466,Taos,B-LOC
116,MBY005779,12468,New,B-LOC
117,MBY005779,12469,Mexico.LOUISA,I-LOC
118,MBY005779,12485,New,B-LOC
119,MBY005779,12486,Mexico.WILBERT,I-LOC
120,MBY005779,12730,New,B-LOC
121,MBY005779,12731,Mexico.LOUISA,I-LOC
122,MBY005779,13011,Holy,B-LOC
123,MBY005779,13012,Week,I-MISC
124,MBY005779,13474,SANCHEZ,I-ORG
125,MBY005779,13545,Chevy,B-MISC
126,MBY005779,14146,LOUISA,B-ORG
127,MBY005779,14147,SANCHEZ,I-ORG
128,MBY005779,14281,Ford,B-MISC
129,MBY005779,14282,Starliner.LOUISA,I-MISC
130,MBY005779,14283,SANCHEZ,I-ORG
131,MBY005779,14467,LOUISA,B-ORG
132,MBY005779,14960,WILBERT,B-PER
133,MBY005779,15058,LOUISA,B-ORG
134,MBY005779,15059,SANCHEZ,I-ORG
135,MBY005779,15118,LOUISA,B-ORG
136,MBY005779,15119,SANCHEZ,I-ORG
137,MBY005779,15122,SANCHEZ,I-ORG
138,MBY005779,15132,LOUISA,B-ORG
139,MBY005779,15144,WILBERT,B-ORG
140,MBY005779,15149,SANCHEZ,I-ORG
141,MBY005779,15155,SANCHEZ,I-ORG
142,MBY005779,15604,WILBERT,B-PER
143,MBY005779,15605,SANCHEZ,I-ORG
144,MBY005779,15608,SANCHEZ,I-ORG
145,MBY005779,15734,LOUISA,B-ORG
146,MBY005779,15735,SANCHEZ,I-ORG
147,MBY005779,15850,Springs,B-LOC
148,MBY005779,16106,LOUISA,B-ORG
149,MBY005779,16119,LOUISA,B-ORG
150,MBY005779,16577,WILBERT,B-PER
151,MBY005779,16748,LOUISA,B-ORG
152,MBY005779,16749,SANCHEZ,I-ORG
153,MBY005779,16759,SANCHEZ,I-ORG
154,MBY005779,17196,SANCHEZ,I-ORG
155,MBY005779,17346,SANCHEZ,I-ORG
156,MBY005779,17354,SANCHEZ,I-ORG
157,MBY005779,17510,SANCHEZ,I-PER
158,MBY005779,17794,WILBERT,B-PER
159,MBY005779,17895,LOUISA,B-PER
160,MBY005779,17896,SANCHEZ,I-ORG
161,MBY005779,17898,Father,B-PER
162,MBY005779,17899,Onofre,I-PER
163,MBY005779,17900,MartorellWILBERT,I-PER
164,MBY005779,18048,Spain,B-LOC
165,MBY005779,18052,LOUISA,B-ORG
166,MBY005779,18053,SANCHEZ,I-ORG
167,MBY005779,18056,SANCHEZ,I-ORG
168,MBY005779,18065,San,B-LOC
169,MBY005779,18066,Luis,I-LOC
170,MBY005779,18068,LOUISA,B-ORG
171,MBY005779,18069,SANCHEZ,I-ORG
172,MBY005779,18311,LOUISA,B-ORG
173,MBY005779,18314,Colorado,B-LOC
174,MBY005779,18315,Springs,I-LOC
175,MBY005779,18317,Colorado.WILBERT,B-LOC
176,MBY005779,18320,Colorado,B-LOC
177,MBY005779,18321,Springs.LOUISA,I-LOC
178,MBY005779,18330,Air,B-ORG
179,MBY005779,18331,Force,I-ORG
180,MBY005779,18332,Academy.WILBERT,I-ORG
181,MBY005779,18341,New,B-LOC
182,MBY005779,18342,Mexico,I-LOC
183,MBY005779,18711,SANCHEZ,I-ORG
184,MBY005779,18740,LOUISA,B-ORG
185,MBY005779,19241,SANCHEZ,I-ORG
186,MBY005779,19498,WILBERT,B-PER
187,MBY005779,19499,SANCHEZ,I-ORG
188,MBY005779,19571,SANCHEZ,I-ORG
189,MBY005779,19653,Disneyland,B-LOC
190,MBY005779,19881,Las,B-LOC
191,MBY005779,19882,Vegas,I-LOC
192,MBY005779,19926,Yellowstone,B-LOC
193,MBY005779,19928,Carlsbad,B-LOC
194,MBY005779,19929,Caverns,I-LOC
195,MBY005779,19934,El,B-LOC
196,MBY005779,19935,Paso,I-LOC
197,MBY005779,19937,Mexico,B-LOC
198,MBY005779,20003,White,B-LOC
199,MBY005779,20004,Sands,I-LOC
200,MBY005779,20006,New,B-LOC
201,MBY005779,20007,Mexico.Interviewer,I-LOC
202,MBY005779,20081,LOUISA,B-PER
203,MBY005779,20082,SANCHEZ,I-ORG
204,MBY005779,20303,Emma,B-PER
205,MBY005779,20304,Rose.Interviewer,I-PER
206,MBY005779,20312,LOUISA,B-PER
207,MBY005779,20313,SANCHEZ,I-ORG
208,MBY005779,20455,LOUISA,B-PER
209,MBY005779,20985,Hewlett-Packard.WILBERT,B-ORG
210,MBY005779,20992,Hewlett-Packard,B-ORG
211,MBY005779,21135,SANCHEZ,I-ORG
212,MBY005779,21408,Wilbert,B-PER
213,MBY005779,21790,Wilbert,B-PER
214,MBY005779,22077,LOUISA,B-ORG
215,MBY005779,22078,SANCHEZ,I-ORG
216,MBY005779,22206,WILBERT,B-PER
217,MBY005779,22207,SANCHEZ,I-ORG
218,MBY005779,22237,Colorado,B-LOC
219,MBY005779,22245,LOUISA,B-PER
220,MBY005779,22386,Colorado.Interviewer,B-LOC
221,MBY005779,22396,Colorado,B-LOC
222,MBY005779,22398,LOUISA,B-ORG
223,MBY005779,22744,SANCHEZ,I-LOC
224,MBY005779,22862,Pikes,B-LOC
225,MBY005779,22863,Peak,I-LOC
226,MBY005779,23105,SANCHEZ,I-ORG
227,MBY005779,23287,WILBERT,B-PER
228,MBY005779,23363,SANCHEZ,I-ORG
229,MBY005779,23460,God,B-PER
230,MBY005779,23513,God,B-PER
231,MBY005779,23517,SANCHEZ,I-ORG
232,MBY005779,23560,SANCHEZ,I-ORG
233,MBY005779,23565,God,B-PER
234,MBY005779,23704,Broncos.LOUISA,B-ORG
235,MBY005779,23709,Broncos,B-ORG
236,MBY005779,23844,Broncos.Interviewer,B-ORG
237,MBY005779,23969,WILBERT,B-PER
238,MBY005779,23970,SANCHEZ,I-ORG
239,MBY005779,24050,Deacon,B-PER
240,MBY005779,24051,Ernie,I-PER
241,MBY005779,24250,SANCHEZ,I-ORG
242,MBY005779,24257,SANCHEZ,I-ORG
243,MBY005843,0,Cynthia,B-PER
244,MBY005843,1,Lee,I-PER
245,MBY005843,2,Anschutz,I-PER
246,MBY005843,3,Stenicka,I-ORG
247,MBY005843,11,Cynthia,B-PER
248,MBY005843,12,Lee,I-PER
249,MBY005843,13,Anschutz,I-PER
250,MBY005843,14,Stenicka,I-ORG
251,MBY005843,86,Cyd,B-MISC
252,MBY005843,151,Colorado,B-LOC
253,MBY005843,152,Springs,I-LOC
254,MBY005843,154,Colorado,B-LOC
255,MBY005843,162,Capelli,I-PER
256,MBY005843,163,Anschutz,I-PER
257,MBY005843,168,Dominica,B-PER
258,MBY005843,169,Capelli,I-PER
259,MBY005843,170,Anschutz,I-PER
260,MBY005843,372,Colorado,B-LOC
261,MBY005843,373,Springs,I-LOC
262,MBY005843,375,Colorado,B-LOC
263,MBY005843,412,Cynthia,B-PER
264,MBY005843,413,Stenicka.Cynthia,I-PER
265,MBY005843,414,Lee,I-PER
266,MBY005843,415,Anschutz,I-PER
267,MBY005843,416,Stenicka,I-PER
268,MBY005843,510,Capelli,I-PER
269,MBY005843,511,Anschutz,I-PER
270,MBY005843,515,Lee,I-PER
271,MBY005843,516,Anschutz,I-PER
272,MBY005843,517,Stenicka,I-PER
273,MBY005843,629,Capelli,I-PER
274,MBY005843,630,Anschutz,I-PER
275,MBY005843,634,Lee,I-PER
276,MBY005843,635,Anschutz,I-PER
277,MBY005843,636,Stenicka,I-PER
278,MBY005843,645,Capelli,I-PER
279,MBY005843,646,Anschutz,I-PER
280,MBY005843,650,Lee,I-PER
281,MBY005843,651,Anschutz,I-PER
282,MBY005843,652,Stenicka,I-PER
283,MBY005843,884,Dominica,B-PER
284,MBY005843,885,Capelli,I-PER
285,MBY005843,886,Anschutz,I-PER
286,MBY005843,891,Joesephi,B-PER
287,MBY005843,892,Capelli,I-PER
288,MBY005843,896,Lake,B-LOC
289,MBY005843,897,Como,I-LOC
290,MBY005843,899,Italy,B-LOC
291,MBY005843,1028,United,B-LOC
292,MBY005843,1029,States,I-LOC
293,MBY005843,1086,Prudencia,B-PER
294,MBY005843,1087,Martinez,I-PER
295,MBY005843,1091,San,B-LOC
296,MBY005843,1092,Mateo,I-LOC
297,MBY005843,1094,New,B-LOC
298,MBY005843,1095,Mexico,I-LOC
299,MBY005843,1097,Spanish,B-MISC
300,MBY005843,1169,Cynthia,B-PER
301,MBY005843,1170,Lee,I-PER
302,MBY005843,1171,Anschutz,I-PER
303,MBY005843,1172,Stenicka,I-PER
304,MBY005843,1178,Dominica,B-PER
305,MBY005843,1179,Capelli,I-PER
306,MBY005843,1180,Anschutz,I-PER
307,MBY005843,1209,Lee,I-PER
308,MBY005843,1210,Anschutz,I-PER
309,MBY005843,1211,Stenicka,I-PER
310,MBY005843,1425,Capelli,I-PER
311,MBY005843,1426,Anschutz,I-PER
312,MBY005843,2219,Lee,I-PER
313,MBY005843,2220,Anschutz,I-PER
314,MBY005843,2221,Stenicka,I-PER
315,MBY005843,2228,Capelli,I-PER
316,MBY005843,2229,Anschutz,I-PER
317,MBY005843,2399,Lee,I-PER
318,MBY005843,2400,Anschutz,I-PER
319,MBY005843,2401,Stenicka,I-PER
320,MBY005843,2413,Dominica,B-PER
321,MBY005843,2414,Capelli,I-PER
322,MBY005843,2415,Anschutz,I-PER
323,MBY005843,2534,Lee,I-PER
324,MBY005843,2535,Anschutz,I-PER
325,MBY005843,2536,Stenicka,I-PER
326,MBY005843,2543,Dominica,B-PER
327,MBY005843,2544,Capelli,I-PER
328,MBY005843,2545,Anschutz,I-PER
329,MBY005843,2668,Lee,I-PER
330,MBY005843,2669,Anschutz,I-PER
331,MBY005843,2670,Stenicka,I-PER
332,MBY005843,2680,Dominica,B-PER
333,MBY005843,2681,Capelli,I-PER
334,MBY005843,2682,Anschutz,I-PER
335,MBY005843,3171,Italy,B-LOC
336,MBY005843,3173,France,B-LOC
337,MBY005843,3178,French,B-MISC
338,MBY005843,3186,Italy,B-LOC
339,MBY005843,3199,Argentina,B-LOC
340,MBY005843,3205,Spanish,B-MISC
341,MBY005843,3368,English,B-MISC
342,MBY005843,3460,English,B-MISC
343,MBY005843,3470,Lee,I-PER
344,MBY005843,3471,Anschutz,I-PER
345,MBY005843,3472,Stenicka,I-PER
346,MBY005843,3484,Capelli,I-PER
347,MBY005843,3485,Anschutz,I-PER
348,MBY005843,3928,Lee,I-PER
349,MBY005843,3929,Anschutz,I-PER
350,MBY005843,3930,Stenicka,I-PER
351,MBY005843,3946,Dominica,B-PER
352,MBY005843,3947,Capelli,I-PER
353,MBY005843,3948,Anschutz,I-PER
354,MBY005843,4205,Lord,B-PER
355,MBY005843,4218,Lee,I-PER
356,MBY005843,4219,Anschutz,I-PER
357,MBY005843,4220,Stenicka,I-PER
358,MBY005843,4391,Dominica,B-PER
359,MBY005843,4392,Capelli,I-PER
360,MBY005843,4393,Anschutz,I-PER
361,MBY005843,5483,Lee,I-PER
362,MBY005843,5484,Anschutz,I-PER
363,MBY005843,5485,Stenicka,I-PER
364,MBY005843,5499,Capelli,I-PER
365,MBY005843,5500,Anschutz,I-PER
366,MBY005843,5781,Lee,I-PER
367,MBY005843,5782,Anschutz,I-PER
368,MBY005843,5783,Stenicka,I-PER
369,MBY005843,5959,Capelli,I-PER
370,MBY005843,5960,Anschutz,I-PER
371,MBY005843,6169,Salinas,B-LOC
372,MBY005843,6171,California,B-LOC
373,MBY005843,6180,New,B-LOC
374,MBY005843,6181,Mexico,I-LOC
375,MBY005843,6370,Indian,B-MISC
376,MBY005843,6376,Pueblos,B-MISC
377,MBY005843,6379,Navajos,B-MISC
378,MBY005843,6383,Navajos,B-MISC
379,MBY005843,6460,English,B-MISC
380,MBY005843,6716,Navajo,B-MISC
381,MBY005843,7015,Minnie,B-PER
382,MBY005843,7019,Minnie,B-PER
383,MBY005843,7177,Navajos,B-MISC
384,MBY005843,7249,State,B-ORG
385,MBY005843,7250,of,I-ORG
386,MBY005843,7251,New,I-ORG
387,MBY005843,7252,Mexico,I-ORG
388,MBY005843,7258,Income,B-ORG
389,MBY005843,7259,Tax,I-ORG
390,MBY005843,7260,Division,I-ORG
391,MBY005843,7336,Minnie,B-PER
392,MBY005843,7337,Begay,I-PER
393,MBY005843,7339,Minnie,B-PER
394,MBY005843,7340,Panera,I-PER
395,MBY005843,7342,Minnie,B-PER
396,MBY005843,7343,Blue-Eyes,I-PER
397,MBY005843,7346,Minnie,B-PER
398,MBY005843,7443,Lee,I-PER
399,MBY005843,7444,Anschutz,I-PER
400,MBY005843,7445,Stenicka,I-PER
401,MBY005843,7546,Capelli,I-PER
402,MBY005843,7547,Anschutz,I-PER
403,MBY005843,7795,Grants,B-LOC
404,MBY005843,8041,Lee,I-PER
405,MBY005843,8042,Anschutz,I-PER
406,MBY005843,8043,Stenicka,I-PER
407,MBY005843,8050,Dominica,B-PER
408,MBY005843,8051,Capelli,I-PER
409,MBY005843,8052,Anschutz,I-PER
410,MBY005843,8059,Cy,B-PER
411,MBY005843,8060,Anschutz,I-PER
412,MBY005843,8189,Cy,B-PER
413,MBY005843,8190,Anschutz,I-PER
414,MBY005843,8217,Leland,B-PER
415,MBY005843,8218,Kent,I-PER
416,MBY005843,8219,Anschutz,I-PER
417,MBY005843,8254,Cy,B-PER
418,MBY005843,8255,Leland,I-PER
419,MBY005843,8268,Cy,B-PER
420,MBY005843,8269,Leland,I-PER
421,MBY005843,8349,Cy,B-PER
422,MBY005843,8350,Leland,I-PER
423,MBY005843,8358,Leland,B-PER
424,MBY005843,8365,Cy,B-PER
425,MBY005843,8528,Lee,I-PER
426,MBY005843,8529,Anschutz,I-PER
427,MBY005843,8530,Stenicka,I-PER
428,MBY005843,8541,Dominica,B-PER
429,MBY005843,8542,Capelli,I-PER
430,MBY005843,8543,Anschutz,I-PER
431,MBY005843,8663,Denver,B-LOC
432,MBY005843,8668,Cyd,B-PER
433,MBY005843,8672,Colorado,B-LOC
434,MBY005843,8673,Springs,I-LOC
435,MBY005843,8829,Lee,I-PER
436,MBY005843,8830,Anschutz,I-PER
437,MBY005843,8831,Stenicka,I-PER
438,MBY005843,8840,Capelli,I-PER
439,MBY005843,8841,Anschutz,I-PER
440,MBY005843,8845,Lee,I-PER
441,MBY005843,8846,Anschutz,I-PER
442,MBY005843,8847,Stenicka,I-PER
443,MBY005843,9055,Dominica,B-PER
444,MBY005843,9056,Capelli,I-PER
445,MBY005843,9057,Anschutz,I-PER
446,MBY005843,9163,New,B-LOC
447,MBY005843,9164,Mexico,I-LOC
448,MBY005843,10605,Bonnie,B-PER
449,MBY005843,10607,Clyde,I-PER
450,MBY005843,10614,Lee,I-PER
451,MBY005843,10615,Anschutz,I-PER
452,MBY005843,10616,Stenicka,I-PER
453,MBY005843,10756,Dominica,B-PER
454,MBY005843,10757,Capelli,I-PER
455,MBY005843,10758,Anschutz,I-PER
456,MBY005843,11268,Lee,I-PER
457,MBY005843,11269,Anschutz,I-PER
458,MBY005843,11270,Stenicka,I-PER
459,MBY005843,11288,Capelli,I-PER
460,MBY005843,11289,Anschutz,I-PER
461,MBY005843,11449,Lee,I-PER
462,MBY005843,11450,Anschutz,I-PER
463,MBY005843,11451,Stenicka,I-PER
464,MBY005843,11470,Capelli,I-PER
465,MBY005843,11471,Anschutz,I-PER
466,MBY005843,11476,Lee,I-PER
467,MBY005843,11477,Anschutz,I-PER
468,MBY005843,11478,Stenicka,I-PER
469,MBY005843,11496,Capelli,I-PER
470,MBY005843,11497,Anschutz,I-PER
471,MBY005843,11779,Lee,I-PER
472,MBY005843,11780,Anschutz,I-PER
473,MBY005843,11781,Stenicka,I-PER
474,MBY005843,12101,Dominica,B-PER
475,MBY005843,12102,Capelli,I-PER
476,MBY005843,12103,Anschutz,I-PER
477,MBY005843,12581,Lee,I-PER
478,MBY005843,12582,Anschutz,I-PER
479,MBY005843,12583,Stenicka,I-PER
480,MBY005843,12588,Capelli,I-PER
481,MBY005843,12589,Anschutz,I-PER
482,MBY005843,12838,Lee,I-PER
483,MBY005843,12839,Anschutz,I-PER
484,MBY005843,12840,Stenicka,I-PER
485,MBY005843,12848,Colorado,B-LOC
486,MBY005843,12849,Springs,I-LOC
487,MBY005843,12856,New,B-LOC
488,MBY005843,12857,Mexico,I-LOC
489,MBY005843,12869,Dominica,B-PER
490,MBY005843,12870,Capelli,I-PER
491,MBY005843,12871,Anschutz,I-PER
492,MBY005843,13433,Lee,I-PER
493,MBY005843,13434,Anschutz,I-PER
494,MBY005843,13435,Stenicka,I-PER
495,MBY005843,13662,Dominica,B-PER
496,MBY005843,13663,Capelli,I-PER
497,MBY005843,13664,Anschutz,I-PER
498,MBY005843,13672,Catholic,B-MISC
499,MBY005843,13741,Italy,B-LOC
500,MBY005843,13854,Catholic,B-MISC
501,MBY005843,14300,Celestina,B-PER
502,MBY005843,14305,Sally,B-PER
503,MBY005843,14369,Catholic,B-MISC
504,MBY005843,14435,Catholic,B-MISC
505,MBY005843,14440,Catholic,B-MISC
506,MBY005843,14448,Catholic,B-MISC
507,MBY005843,14934,Prime,B-ORG
508,MBY005843,14935,Timers,I-ORG
509,MBY005843,15044,Naomi,B-PER
510,MBY005843,15141,Bible,I-ORG
511,MBY005843,15142,School,I-ORG
512,MBY005843,15144,Nick.Cynthia,B-PER
513,MBY005843,15145,Lee,I-PER
514,MBY005843,15146,Anschutz,I-PER
515,MBY005843,15147,Stenicka,I-PER
516,MBY005843,15151,Nick,B-PER
517,MBY005843,15153,Dominica,B-PER
518,MBY005843,15154,Capelli,I-PER
519,MBY005843,15155,Anschutz,I-PER
520,MBY005843,15157,Nick,B-PER
521,MBY005843,15175,Cynthia,B-PER
522,MBY005843,15176,Lee,I-PER
523,MBY005843,15177,Anschutz,I-PER
524,MBY005843,15178,Stenicka,I-PER
525,MBY005843,15184,Capelli,I-PER
526,MBY005843,15185,Anschutz,I-PER
527,MBY005843,15203,Vacation,B-ORG
528,MBY005843,15204,Bible,I-ORG
529,MBY005843,15205,School,I-ORG
530,MBY005843,15655,Vacation,B-ORG
531,MBY005843,15656,Bible,I-ORG
532,MBY005843,15657,School,I-ORG
533,MBY005843,15800,Bible,B-MISC
534,MBY005843,15886,Protestant,B-MISC
535,MBY005843,15943,Bible,B-MISC
536,MBY005843,15946,Catholic,B-MISC
537,MBY005843,16132,Cynthia,B-PER
538,MBY005843,16133,Lee,I-PER
539,MBY005843,16134,Anschutz,I-PER
540,MBY005843,16135,Stenicka,I-PER
541,MBY005843,16150,Capelli,I-PER
542,MBY005843,16151,Anschutz,I-PER
543,MBY005843,16622,Salinas,B-LOC
544,MBY005843,16624,California,B-LOC
545,MBY005843,17073,New,B-LOC
546,MBY005843,17074,York,I-LOC
547,MBY005843,17091,Minnie,B-PER
548,MBY005843,17183,Lee,I-PER
549,MBY005843,17184,Anschutz,I-PER
550,MBY005843,17185,Stenicka,I-PER
551,MBY005843,17195,Capelli,I-PER
552,MBY005843,17196,Anschutz,I-PER
553,MBY005843,17511,Lee,I-PER
554,MBY005843,17512,Anschutz,I-PER
555,MBY005843,17513,Stenicka,I-PER
556,MBY005843,17634,Dominica,B-PER
557,MBY005843,17635,Capelli,I-PER
558,MBY005843,17636,Anschutz,I-PER
559,MBY005843,18082,Lee,I-PER
560,MBY005843,18083,Anschutz,I-PER
561,MBY005843,18084,Stenicka,I-PER
562,MBY005843,18459,Capelli,I-PER
563,MBY005843,18460,Anschutz,I-PER
564,MBY005843,18670,Lee,I-PER
565,MBY005843,18671,Anschutz,I-PER
566,MBY005843,18672,Stenicka,I-PER
567,MBY005843,18800,Dominica,B-PER
568,MBY005843,18801,Capelli,I-PER
569,MBY005843,18802,Anschutz,I-PER
570,MBY005843,18812,Cynthia,B-PER
571,MBY005843,18813,Lee,I-PER
572,MBY005843,18814,Anschutz,I-PER
573,MBY005843,18815,Stenicka,I-PER
574,MBY005843,19201,Dominica,B-PER
575,MBY005843,19202,Capelli,I-PER
576,MBY005843,19203,Anschutz,I-PER
577,MBY005843,19398,Lee,I-PER
578,MBY005843,19399,Anschutz,I-PER
579,MBY005843,19400,Stenicka,I-PER
580,MBY005843,19408,Dominica,B-PER
581,MBY005843,19409,Capelli,I-PER
582,MBY005843,19410,Anschutz,I-PER
583,MBY005843,19693,Cyd,B-PER
584,MBY005843,19698,Lee,I-PER
585,MBY005843,19699,Anschutz,I-PER
586,MBY005843,19700,Stenicka,I-PER
587,MBY005843,19705,Capelli,I-PER
588,MBY005843,19706,Anschutz,I-PER
589,MBY005843,19718,Grants,B-LOC
590,MBY005843,20065,Cynthia,B-PER
591,MBY005843,20066,Lee,I-PER
592,MBY005843,20067,Anschutz,I-PER
593,MBY005843,20068,Stenicka,I-PER
594,MBY005843,20081,Dominica,B-PER
595,MBY005843,20082,Capelli,I-PER
596,MBY005843,20083,Anschutz,I-PER
597,MBY005843,20285,Lee,I-PER
598,MBY005843,20286,Anschutz,I-PER
599,MBY005843,20287,Stenicka,I-PER
600,MBY005843,20439,Dominica,B-PER
601,MBY005843,20440,Capelli,I-PER
602,MBY005843,20441,Anschutz,I-PER
603,MBY005843,20444,Lee,I-PER
604,MBY005843,20445,Anschutz,I-PER
605,MBY005843,20446,Stenicka,I-PER
606,MBY005843,20543,Dominica,B-PER
607,MBY005843,20544,Capelli,I-PER
608,MBY005843,20545,Anschutz,I-PER
609,MBY005843,20612,Lee,I-PER
610,MBY005843,20613,Anschutz,I-PER
611,MBY005843,20614,Stenicka,I-PER
612,MBY005843,20621,Capelli,I-PER
613,MBY005843,20622,Anschutz,I-PER
614,MBY005843,20636,Lee,I-PER
615,MBY005843,20637,Anschutz,I-PER
616,MBY005843,20638,Stenicka,I-PER
617,MBY005843,20673,Mark,B-PER
618,MBY005843,20675,Dominica,B-PER
619,MBY005843,20676,Capelli,I-PER
620,MBY005843,20677,Anschutz,I-PER
621,MBY005843,21373,Lee,I-PER
622,MBY005843,21374,Anschutz,I-PER
623,MBY005843,21375,Stenicka,I-PER
624,MBY005843,21381,Capelli,I-PER
625,MBY005843,21382,Anschutz,I-PER
626,MBY005843,21388,Lee,I-PER
627,MBY005843,21389,Anschutz,I-PER
628,MBY005843,21390,Stenicka,I-PER
629,MBY005843,21401,Capelli,I-PER
630,MBY005843,21402,Anschutz,I-PER
631,MBY005843,21651,Nick,B-PER
632,MBY005843,21676,Nick,B-PER
633,MBY005843,21681,Lee,I-PER
634,MBY005843,21682,Anschutz,I-PER
635,MBY005843,21683,Stenicka,I-PER
636,MBY005843,21700,Capelli,I-PER
637,MBY005843,21701,Anschutz,I-PER
638,MBY005843,21707,Lee,I-PER
639,MBY005843,21708,Anschutz,I-PER
